body|category|title
"

Tabasco suma 3 mil 484 casos confirmados y 436 fallecimientos por Covid-19 al 27 de mayo.

En Tabasco, la tasa de incidencia de coronavirus es de 135.44 casos por cada 100 mil habitantes.

De acuerdo con el reporte del día de este día de la Secretaría de Salud federal, en la entidad hay mil 121 casos sospechosos y 3 mil 653 negativos.

El 31 de marzo pasado se registró la primera muerte por coronavirus en Tabasco.

La Secretaría de Salud del gobierno federal informó que al 27 de mayo hay registro de 8 mil 597 muertos y 78 mil 023 casos confirmados acumulados de coronavirus en México.

Lee también: Por segundo día consecutivo, México tiene máximo de casos de Covid; van 78 mil

Casos de coronavirus en Quintana Roo al 27 de mayo

Quintana Roo tiene un registro de mil 729 casos confirmados de coronavirus y 323 muertos, esto de acuerdo con el reporte sobre Covid-19, emitido por la Secretaría de Salud del gobierno federal.

Además, en Quintana Roo se tienen registrados mil 314 casos negativos y 180 casos sospechosos de coronavirus.

Quintana Roo se mantiene como la cuarta entidad con mayor tasa de incidencia de coronavirus, con 100.33 casos por cada 100 mil habitantes, por debajo de la Ciudad de México, Tabasco y Baja California.

Coronavirus en Yucatán al 27 de mayo

Yucatán suma mil 602 casos confirmados de coronavirus y 132 muertos por Covid-19, de acuerdo con los datos de la Dirección General de Epidemiología.

En Yucatán se estudian 426 casos sospechosos y 2 mil 579 personas a las que se les realizó la prueba dieron negativo.

La tasa de incidencia de Covid-19 en Yucatán es de 70.91 casos por cada 100 mil habitantes.

Lee también: ¿Hasta cuándo se extiende la cuarentena en Yucatán?

En el estado se han registrado varias agresiones a personal sanitario, por parte de la población que teme contagiarse de Covid-19.

El 15 de abril se denunció en redes sociales que una pizzería en Mérida le negó el servicio a una enfermera del IMSS.

El 5 de abril pasado, un enfermero del IMSS denunció en redes sociales la agresión de la que fue objeto al salir de trabajar. Los hechos ocurrieron la noche del sábado 4 de abril cuando un par de sujetos que viajaban en motocicleta le arrojaron huevos y se burlaron de él.

Lee también: Lanzan huevos a enfermero en Mérida, Yucatán

El 8 de abril se denunció la agresión que sufrió Ligia Kantun, una enfermera instrumentista, a quien un desconocido le lanzó café caliente mientras le gritó ""nos vas a contagiar a todos"".

Lee también: Tiran café hirviendo a enfermera; ""nos vas a contagiar a todos"", le gritan

Coronavirus en Campeche al 27 de mayo

Campeche es el estado de la Península de Yucatán con menos casos confirmados de coronavirus, al sumar 486. Además, 70 personas han muerto a causa de la pandemia.

En Campeche se tiene el registro de 124 casos sospechosos y 689 personas han dado negativo en la prueba de Covid-19.

La tasa de incidencia de coronavirus en Campeche es de 48.57 casos por cada 100 mil habitantes.

Gráfica. Casos de coronavirus en Quintana Roo, Yucatán, Campeche y Tabasco

Los datos para este contenido se basan en el reporte y mapa de casos de Covid-19 que elabora la Dirección General de Epidemiología, y que se actualiza diariamente después de las 19 horas.

Con información de UN1ÓN Yucatán

Casos de coronavirus: Yucatán, Tabasco, QRoo y CampecheInfogram
"|INICIO // Estados // Casos de Covid-19 en Yucatán, Quintana Roo y Tabasco al 27 de mayo|Casos de Covid-19 en Yucatán, Quintana Roo y Tabasco al 27 de mayo
"
Una falla mecánica en la unidad 2475 de la Fuerza Metropolitana estatal provocó que el conductor perdiera el control y se impactará contra el muro de una vulcanizadora.

Los hechos ocurrieron en el cruce de avenida Mezquital y la calle Mexquitic en la colonia Rural Atlas y dos agentes resultaron lesionados en este accidente.

Al parecer, los elementos que tripulaban la patrulla se dirigían a prestar apoyo a una emergencia, por esta razón circulaban a una alta velocidad.

Tras el choque, pidieron ser auxiliados por radiofrecuencia. Sus compañeros arribaron en cuestión de minutos, además de una ambulancia con paramédicos.

Según la primera información, los policías metropolitanos resultaron con lesiones de consideración; sin embargo, se desconoce si fueron trasladados a un hospital. La patrulla fue declarada pérdida total.

etp
"|INICIO // OPINION // CARTONES|Patrulla choca contra vulcanizadora en capital de SLP; hay 2 policías heridos
"El mal olor alertó a los habitantes de la colonia Actipan. Ellos hallaron los restos de un cadáver en el interior de una camioneta.
El hecho ocurrió en la alcaldía de Benito Juárez, en la Ciudad de México.
Antes del amanecer de este miércoles, la fetidez obligó a los vecinos de esa zona a pedir la ayuda de la policía capitalina. 
llos denunciaban que dentro de una camioneta, estacionada entre las calles de Recreo y Actipan, se percibía el mal olor.
Por eso, agentes de la policía y elementos de bomberos se trasladaron a ese lugar, donde hallaron el vehículo.
Era una camioneta Ford, color blanca y sin placas, en cuyo interior yacían dos bultos con los restos de una persona.
Aún se desconoce la identidad de la víctima y si se trataba de un hombre o una mujer.
Tampoco se supo de quién es el vehículo, pues los vecinos no la reconocieron como propiedad de alguien de por la zona.
Los restos fueron trasladados al anfiteatro de la agencia ministerial, en donde se espera que el cadáver sea identificado.
"||
"





Las Becas Benito Juárez es uno de los programas prioritarios del gobierno federal que encabeza Andrés Manuel López Obrador, razón por la cual no sufrirán recortes como parte de las medidas para enfrentar la crisis por coronavirus Covid-19.
La entrega de las Becas para el Bienestar continúa aunque se realiza con apego a las medidas de sanad distancia, para evitar contagios de coronavirus. 
Las también llamadas Becas AMLO son gestionadas por la Coordinación Nacional de Becas para el Bienestar Benito Juárez. Estas becas se otorgan desde nivel preescolar hasta nivel medio superior. 
Becas Benito Juárez de preescolar, primaria y secundaria
Estas becas AMLO tienen las siguientes características:

Monto mensual de la beca: 800 pesos que se pagan cada bimestre, es decir 1,600 pesos.
Forma de pago: a través de la Tarjeta de Bienestar o en mesas de pago establecidas en localidades sin cobertura bancaria.
¿Cómo me registro o inscribo a mi hijo? La única forma es a través del Censo del Bienestar.
Duración: 10 meses, que es el tiempo que dura el ciclo escolar

La mitad de las Becas Benito Juárez de nivel básico, es decir preescolar, primaria y secundaria, se entregaron a familias de seis estado de la República: Chiapas, Edomex, Veracruz, Puebla, Guerrero y Oaxaca.
Beca Universal Benito Juárez de preparatoria o bachillerato
Esta es la única beca AMLO que será universal, es decir, que se otorgará a todos los estudiantes de preparatoria que estén inscritos en una escuela pública.
Para 2020 se tiene la meta de entregar 4.1 millones de Becas Benito Juárez de prepa.

Forma de pago: Las Becas AMLO de preparatoria o nivel medio superior se entregan a través de una orden de pago. Esto es así debido a que la ley bancaria impide que menores de 18 años tengan una cuenta bancaria a su nombre. Por esta razón, las autoridades no pagan la Beca AMLO de nivel medio superior a través de un depósito.
¿Cuándo se pagan las Becas Benito Juárez? De forma bimestral. Para el pago de estos apoyos se realiza un operativo de reparto de las órdenes de pago de las Becas Benito Juárez. Esto provoca que el pago de las Becas para el Bienestar Benito Juárez de nivel medio superior implica un operativo que tarda hasta 45 días.
Monto: 1,600 pesos bimestrales

Jóvenes Escribiendo el Futuro
Las becas de Jóvenes Escribiendo el Futuro (JEF) tienen como objetivo coadyuvar a la permanencia y terminación escolar de los estudiantes de hasta 29 años de edad, que se encuentran matriculados en licenciatura o nivel equivalente en alguna institución pública de educación superior.

Monto: 2,400 pesos mensuales, que se entregan en forma bimestral, hasta por diez meses del ciclo escolar vigente.
¿A quién le dan la Beca AMLO universitaria? Estas becas AMLO van dirigidas a 300 mil alumnos matriculados en escuelas ubicadas en zonas de marginación y vulnerabilidad por altos índices de violencia.
¿Cómo me registro en Jóvenes Escribiendo el Futuro? A través de la convocatoria que se publica por internet.

Becas Elisa Acuña
Las Becas Elisa Acuña tienen distintas fechas y requisitos. También se les conoce como becas AMLO de universidad, pues van dirigidas a alumnos de nivel superior, o Becas SUBES, debido a que el registro se realiza a través del Sistema Único de Beneficiarios de Educación Superior (SUBES).
Es a través del sitio web de las Becas Benito Juárez donde se publique la convocatoria de las Becas Elisa Acuña.
Las Becas Elisa Acuña son: 

Beca de Manutención (Manutención Federal, UNAM, IPN, UPH, INAH, UAM, Fuerzas Armadas)
Beca de Excelencia
Beca de Servicio Social
Beca para Titulación
Beca para Prácticas Profesionales
Beca de Movilidad Nacional  e Internacional
Beca de Capacitación y Profesionalización Docente
Beca para la Atención de Contingencias

¿Cuándo se pagan las Becas Benito Juárez?
Todas las Becas AMLO se pagan cada dos meses, a bimestre vencido; esto es, dos meses después del periodo en curso.
En noviembre se empezaron a pagar las Becas Benito Juárez del primer bimestre del ciclo escolar 2019-2020.
Los bimestres de pago son:

Septiembre – Octubre (se comenzarán a pagar en noviembre)
Noviembre – Diciembre (se comenzarán a pagar en enero)
Enero – Febrero (se comenzarán a pagar en marzo)
Marzo – Abril (se comenzarán a pagar en mayo)
Mayo – Junio (se comenzarán a pagar en julio)

Monto del pago de las Becas AMLO



 BECA AMLO 
MONTO  
MONTO ANUAL


 Becas Benito Juárez preescolar
 1,600 pesos
 8,000 pesos


 Becas Benito Juárez primaria
 1,600 pesos
 8,000 pesos


 Becas Benito Juárez secundaria
 1,600 pesos 
 8,000 pesos


 Beca Universal Benito Juárez preparatoria
 1,600 pesos 
 8,000 pesos


 Jóvenes Escribiendo el Futuro
 4,800 pesos 
 24,000 pesos


 
 





MÁS INFORMACIÓN SOBRE LAS BECAS QUE OTORGA LÓPEZ OBRADOR:
Becas AMLO: Amplían plazo para cobro de las Becas Benito Juárez
¿Qué necesito para cobrar mi Beca Benito Juárez en Walmart o Sam's?
Engaños y extorsión en Becas Benito Juárez durante cuarentena
Becas AMLO: Publican en línea listado de Becas Benito Juárez 2020
Becas Benito Juárez: Desmienten rumor sobre suspensión de pagos
Becas Benito Juárez 2020 primaria, secundaria y kínder: presupuesto
¿Cuánto y cuándo pagan cada una de las Becas AMLO?
Becas Elisa Acuña, las otras becas AMLO para universitarios
Becas Benito Juárez: 6 estados concentran 55% de las becas AMLO
Becas Benito Juárez de primaria, kínder y secundaria en 10 datos
Becas Elisa Acuña, lo que debes saber de las convocatorias en SUBES
 
 
"||"Las Becas AMLO que sobreviven al coronavirus | Becas Benito Juárez"
"

El barrio “está emocionalmente derrumbado, lastimado, porque son tantos amigos, familiares, vecinos… cuando ves y uno, dos, tres en un mismo día y dos en una misma casa, y en una semana llevas 10, no duermes de la angustia. Y al otro día es desesperante ver ¿y ahora quién fue? ¿Ahora cuántos fueron?”, dice el profesor Óscar Navarrete.

Así se vive en tiempos del coronavirus, en el Callejón del 57, en el Barrio de San Pedro, un tramo de apenas 350 metros, en la parte de atrás de la Central de Abasto (Ceda), en Iztapalapa.

Con fachadas recién decoradas con coloridos murales, parece un típico y alegre barrio, hasta que salta a la vista un detalle: en una, otra y otra puerta lucen moños negros por donde recién pasó la muerte.
 

Vecinos del Callejón del 57 dicen que en poco tiempo fallecieron varias personas que vivían ahí.
 “Llevamos mínimo 40 fallecidos en estas semanas, es totalmente atípico y la mayoría con tos seca, problemas para respirar, muchos adultos mayores”, agrega el profesor, uno de los más activos en la estudiantina, en la comparsa y en las actividades comunitarias.
 También lee: Registran disminución de asistentes hasta de 40% en la Central de Abasto

“Aquí hace unas semanas se hizo un rosario por los difuntos que llevamos en el barrio y ya iban 28… a estas fechas debemos estar por los 40. No podemos decir que sea por esa enfermedad, pero lo extraño es que sean tantos en tan poco tiempo, uno, dos, tres en cada casa. Tenemos miedo de ir hasta a la tienda y ni los doctores de toda la vida te quieren atender.

“Hay familias con tres enfermos, en otras se ha ido el papá, los hijos… vivimos en una paranoia y dormimos esperando que mañana no pase nada... es como si estuviéramos viviendo el fin del mundo”, agrega.
 

Muchos residentes del Barrio de San Pedro laboran en la Ceda.
 El callejón es paso obligado del Eje 6 a la Ceda. En épocas prehispánicas fue zona chinampera, y en la revolucionaria tuvo un pequeño cuartel zapatista durante tres meses. Es cuna de algunos personajes de La Pasión que se representa en Semana Santa y la habitan integrantes de la comparsa del carnaval que se celebra desde hace 120 años en la zona.

Por eso es el corazón del barrio, lleno de tradiciones, cultura e historia y donde, de mil 500 habitantes, unos 200 están relacionados con la Ceda, donde venden gelatinas, frutas, elotes, son carretilleros o empleados de alguna bodega.

Por eso, si el epicentro del Covid-19 en la Ciudad de México es Iztapalapa, y de ésta lo es la Ceda, este Callejón parece ser parte del foco de infección, la zona cero en la alcaldía.

No es extraño, reconocen los vecinos Ángel de la Rosa y Beatriz Espinoza, que haya tantos enfermos y muertos, por lo que reclaman de la alcaldía una sanitización profunda de 40 minutos de aceras, bodegas, e interiores de las casas.
 También lee: Así sanitizan la Central de Abasto tras ola de contagios

Sin embargo, para las autoridades delegacionales y sanitarias esta zona está fuera del radar de la pandemia. El Covid-19 no figura como causa de los decesos salvo unos cuantos, porque arraigados como están al cuidado, los velorios y el entierro en familia, han preferido morir en su casa.

La mayoría no tuvo tiempo para hacerse pruebas, sólo uno fue cremado y con eso bastó para que cundiera el miedo, “fue como poner un balance no voy a volver a ver a mi familiar, lo voy a ver incinerado… por eso mucha gente ni fue a hospitales”, explica Arturo Buendía.

“La verdad vivimos con la zozobra de quién va a amanecer y quién no”, dice Pedro Neria, cuyo hermano Ángel Rabanito, recién falleció.

 
"|INICIO // Nación // Ubicado atrás de la Central de Abasto, el 57 se volvió el callejón del Covid|Ubicado atrás de la Central de Abasto, el 57 se volvió el callejón del Covid
"





Coronavirus: Un cuento para niños y niñas sobre la pandemia es un libro que explica lo que es el Covid-19 a los más pequeños.
Este cuento fue escrito por Elizabeth Jenner, Kate Wilson y Nia Roberts –parte del equipo de la editorial inglesa Nosy Crow- y cuenta con ilustraciones de Axel Scheffler, reconocido artista del cuento infantil El Grúfalo.
Grupo Planeta, a través de su sello infantil TimunMas, publicó en línea este libro para que los niños entiendan esta nueva enfermedad y las medidas tomadas para controlar la pandemia de coronavirus. 
El libro se puede descargar gratis en formato PDF. Es un cuento historieta que con un lenguaje simple y dibujos ilustrativos, explica con rigor científico qué es el coronavirus a los niños.
El libro está escrito en formato pregunta-respuesta y contesta a las principales dudas sobre el Covid-19:

¿Qué es el coronavirus?
¿Cómo se contrae el coronavirus?
¿Qué sucede si contraes el coronavirus?
¿Por qué las personas están preocupadas por contraer el coronavirus?
¿Existe una cura para el coronavirus?
¿Por qué algunos lugares a los que solemos ir normalmente están cerrados?
¿Qué puedo hacer para ayudar?
¿Qué pasará después?

Para descargar este libro para niños sobre coronavirus, da clic en este enlace.
MÁS INFORMACIÓN SOBRE EL CORONAVIRUS:
Regreso a clases presenciales, lo que debes saber | Coronavirus
Cómo hacer una carpeta de experiencias para tu hijo
Casos de coronavirus en Mexico por estado | Estadísticas Covid-19
Primeros síntomas coronavirus: ¿cuáles son y cuándo ir al hospital?
Estas son las 6 condiciones para levantar la cuarentena de Covid-19
Laboratorios privados autorizados para hacer prueba de coronavirus
Lista de hospitales donde atienden a pacientes con coronavirus
Coronavirus: Canales dónde pasan clases de la SEP por contingencia
Casos de coronavirus en el Estado de México | Covid-19
Qué hacer en cuarentena para no aburrirse
¿Cómo hacer tu gel antibacterial casero para manos con alcohol?
Coronavirus: 15 datos que debes saber sobre la pandemia de Covid-19
Cuántos casos hay de coronavirus en Yucatán
¿Cuántos casos de coronavirus hay en Jalisco? 
 
 
 
 
"||Coronavirus Covid-19 para niños: Libro gratis en PDF para descargar
"
Esta mañana trascendió la muerte de un hombre en la avenida principal del Centro Histórico potosino, pues familiares lo encontraron colgado al interior de su academia de belleza.

Elementos de la Fuerza Metropolitana Estatal fueron los primeros respondientes y acordonaron avenida Carranza, entre Reforma y Simón Bolívar.

Personal de Servicios Periciales realizó el levantamiento del cuerpo para trasladarlo al Semele.

Información extraoficial señaló que esta muerte podría estar relacionada con la crisis económica derivada de la pandemia, debido a que decenas de negocios cerraron sus puertas de manera indefinida ante la contingencia sanitaria.

etp
"|INICIO // OPINION // CARTONES|Encuentran a hombre colgado en academia de belleza del Centro Histórico de SLP
" 0 % PULSO SOCIAL0 Todos han pasado por un par de noches sin dormir gracias a los molestos mosquitos. Pero ¿te habías imaginado que la solución a sus picaduras podría estar en las plantas? Hay ciertas variedades que son repelentes naturales y en De10.mx te contamos todo al respecto.
Los mosquitos pueden ser atraídos por varios factores, desde tu olor corporal hasta tu tipo de sangre. Además, llegan a transmitir enfermedades y alrededor del mundo, contribuyen en 725 mil muertes al año.
5 plantas que la NASA recomienda para purificar el aire en tu casa
Sin embargo, cuando se tienen personas con alergias, niños pequeños, mujeres embarazadas o hasta mascotas en casa, hay repelentes que pueden ser tóxicos. Sin mencionar que muchos dejan un olor desagradable o simplemente son inefectivos.
Basta con sembrar un par de estas plantas en tu jardín o en macetas dentro de tu casa para despedirte de los zumbidos en la noche. En varios casos incluso cuentan con otras propiedades que puedes aprovechar para aromatizar tu hogar o en infusiones para aliviar picaduras. 
1. Citronela (Cymbopogon Citratus)
Sus aceites escenciales desprenden un aroma que los mosquitos detestan. Puedes emplearla en parches, pulseras, velas o varillas de forma comercial.
2. Lavanda (Lavandula spica)
Tiene la ventaja adicional de que su aroma es fresco y agradable. Puedes cultivarla tú mismo y su mejor época para florecer es en julio y agosto. Luego de cosecharla, puedes usarla para aromatizar tu ropa o sábanas al secarla y colocarla en sacos de tela.

Foto: castleguard en Pixabay
 
3. Romero (Rosmarinus officinalis)
Contiene geraniol, una sustancia que muchos insectos suelen evitar. Además, puedes usarlo en ciertos platillos, por lo que lo aprovecharás por doble partida.
4. Caléndula (Calendula officinalis)
Tiene propiedades antiinflamatorias, antibacterianas, antisépticas y cicatrizantes por lo que no solo espanta a los mosquitos, también alivia el molestar provocado por sus picaduras si la aplicas sobre la piel en una infusión.
5. Albahaca (Ocimum basilicum)
Puedes colocar un par de macetas en la ventana de tu cocina para evitar que los mosquitos entren a tu hogar y de paso, usarla como ingrediente en tus recetas de salsas o pastas.
 Foto: Konstantin Kolosov en Pixabay 
 
6. Melisa (Melissa officinalis)
También conocida como bálsamo de limón, tiene propiedades relajantes si se prepara en té y es un excelente repelente natural, gracias a que contiene citronelol. Su aceite es muy común en varias fragancias cosméticas.
7. Menta (Mentha)
Te ayudará a repeler a los mosquitos de manera natural y si es preparada en infusión, puede limpiar y aliviar las picaduras de insectos con sus propiedades antisépticas. También sirve para otros malestares, como dolor estomacal.
8. Tanaceto (Tanacetum vulgare)
Conocida como hierba lombriguera, ha sido usada de forma tradicional como herramienta contra las plagas, entre ellas la de mosquitos. Es importante manejarla con precaución ya que es perjudicial ingerirla, por lo que basta con sembrarla en tu jardín.
 
Foto: ivabalk en Pixabay 
9. Poleo (Mentha pulegium)
A pesar de que es usada para aliviar trastornos gastrointestinales, también contiene pulegona, que además de repeler mosquitos, aleja a garrapatas y pulgas.
10. Geranio (Pelargonium graveolens)
Es otra planta que comparte con la citronela el compuesto citronelol y desprende un intenso olor a limón que mantiene a los moscos lejos.
 
 
TARJETA:

 
 
 

Ver esta publicación en Instagram

¿Ya te picotearon? Aunque los odiemos, estos insectos también pueden ser muy interesantes Para más #curiosidades sigue nuestras redes sociales y visita de10.com.mx . . . . . . #mosquitos #moscos #animales #datoscuriosos #datosnerds #muyinteresante #interesante
Una publicación compartida de  De10.mx (@de10mx) el 6 May, 2020 a las 8:12 PDT


 "||
"
Los Centros para el Control y la Prevención de Enfermedades (CDC) emitieron una alerta por el incremento en la agresividad de las ratas en Estados Unidos, durante la pandemia del coronavirus. 

La autoridad sanitaria explicó que los roedores se alimentan de la comida y los desechos de los restaurantes, especialmente en las grandes ciudades. Tras los cierres generados por el Covid-19, los animales se han quedado sin suministros. 

Los departamentos de salud locales reportaron a los CDC que los roedores buscan nuevas formas de alimentarse, para poder sobrevivir. Al no encontrar humanos en las calles, las ratas se han vuelto agresivas entre ellas. 

Lee también






COVID-19. Avistan animales en riesgo de extinción en Caribe mexicano vacío


Autoridades mexicanas destacan que muchos animales han recuperado espacios durante la cuarentena por Coronavirus 


 

En algunas ciudades de Estados Unidos se reportan peleas entre los roedores y algunos casos de canibalismo, ante la desesperación de no encontrar su fuente de alimento cotidiana. Además, incrementó su actividad durante el día y algunos ejemplares se trasladaron a las casas de los suburbios durante su búsqueda. 

En Nueva York, el alcalde Bill de Blasio indicó que estos animales han salido de las alcantarillas y ahora caminan libremente por las calles de la ciudad. Aunque las labores de control de plagas se suspendieron por la pandemia, el mandatario local prometió que su administración se ocupará del problema. 

Para evitar el contacto con las ratas agresivas, los CDC pidieron a la población estadounidense eliminar todos los posibles focos de atracción, como basura, escombros y maleza. También se debe evitar tener alimento para mascotas en los patios de las casas. 

A las personas que encuentren ratas, la Agencia de Protección Ambiental recomienda colocar trampas dentro de las viviendas. De igual manera, se pueden dejar cebos con veneno, aunque se debe tener precaución si se tienen mascotas o niños cerca. 


Let’s make NYC clean and rat-free! Everyone can help by throwing your litter into a garbage can instead of on the street! https://t.co/flj6gOP31J pic.twitter.com/Ro7P3K7K0l
— nychealthy (@nycHealthy) May 20, 2019


 

¿Cuáles son las principales señales de una plaga de ratas en casa?


Hay excremento cerca de los alimentos o en los cajones de la cocina. 



Se encuentran papeles o telas mordisqueadas. 



Los alimentos envasados y enlatados tienen señales de haber sido mordidos. 



Hay un olor rancio sin origen aparente. 



Se ubican agujeros en puntos de entrada a la vivienda. 


Visita






Más de 400 mil personas dejaron Nueva York durante la pandemia


En barrios como el Upper East Side, el West Village, SoHo o Brooklyn Heights la población se redujo en torno a un 40 % o más, según un estudio de geolocalización 


 

pb
"||
"A unas días de que se presente la segunda temporada de ""Enamorándonos"", el programa vuelve a dar de qué hablar, ya que esta madrugada balearon a Santiago Santana Domínguez, exparticipante del reallity show.
Y es que alrededor de la 1:00 de la mañana, el señor Juan Pablo Santana Endecave solicitó ayuda a elementos de la Secretaría de Seguridad Ciudadana para que lo llevaran a la clínica regional número 2, pues ahí acababan de llevar a su hijo al que le habían disparado. 
Santana Endecave detalló que su hijo trabaja en Televisión Azteca en el programa ""Enamorándonos” y  que “lo habían agredido directamente con arma de fuego”, mientras se encontraba en su auto Mazda 3, blanco, con placas PVY-570-B del estado de Morelos. El hombre les pidió que lo llevaran al hospital pues no sabía llegar al lugar. 
La Fiscalía de Justicia ya indaga lo sucedido, cabe recordar que este es el quinto concursante de ""Enamorándonos"" que es agredido en los últimos meses.  
Hace a penas un mes también fue baleado de madrugada Christian Raúl Sánchez López, mejor conocido como “El abogado del pueblo”, quien también participó en el progama de TV Azteca y actualmente lo hacía en “Hoy” de Televisa.
El incidente se llevó a cabo en calles de la alcaldía Azcapotzalco, cuando Sánchez López, junto con otro hombre quien también resultó lesionado, se dirigía a comprar bebidas alcohólicas.
En ese momento los heridos comentaron que eran pasadas las 5:30 de la mañana cuando dos hombres los interceptaron y sin mediar palabra comenzaron a dispararles. 
"||
"
El presidente Andrés Manuel López Obrador planea reiniciar sus giras de trabajo por cinco estados del sureste del país, al arranque del Tren Maya, y revisar los proyectos insignia de su administración, como la refinería de Dos Bocas y el Tren del Istmo.  
De acuerdo con el itinerario que esta mañana dio a conocer el titular del Ejecutivo, López Obrador comenzará su gira el próximo martes 2 junio en Quintana Roo, luego viajará a Yucatán, Campeche, su natal Tabasco y cerrará en Veracruz.
No obstante, Tabasco es la entidad con el mayor número de casos confirmados de Covid-19, con 3 mil 360 y 424 decesos por Covid-19; le sigue Veracruz, con 3 mil 258 casos y 416 decesos; luego Quintana Roo, con mil 638 y 304 decesos; Yucatán, con mil 567 casos y 128 decesos, y Campeche registra 552 casos confirmados y 66 decesos. 
También lee: AMLO está bien de salud; no se ha hecho prueba por Covid-19: Julio Scherer 

Este es el itinerario:

Martes 2 de junio
Cancún, Quintana Roo
6:00 horas reunión de seguridad
7:00 horas conferencia de prensa
*Banderazo del inicio de la construcción del primer tramo del Tren Maya Cancún-Valladolid en la intersección de caminos hacia Playa del Carmen y Holbox.

Miércoles 3 de junio
Mérida, Yucatán
6:00 horas reunión de seguridad
7:00 horas conferencia de prensa
* Banderazo del inicio de la construcción del segundo tramo del Tren Maya Mérida- Campeche

Jueves 4 de junio
Campeche, Campeche
6:00 horas reunión de seguridad
7:00 horas conferencia de prensa
* Banderazo del inicio de la construcción del tercer tramo del Tren Maya, Campeche-Escárcega

Viernes 5 de junio
Villahermosa, Tabasco; y Coatzacoalcos, Veracruz  
6:00 horas reunión de seguridad
7:00 horas conferencia de prensa
12:00 horas Evaluación de los trabajos de construcción en la refinería de Dos Bocas, en Paraíso.
*Supervisión de trabajos de modernización del puerto de Coatzacoalcos, Veracruz.

Sábado 6 de junio
Veracruz
*Tren de refinación en Cangrejera
*Supervisión en Refinería de Minatitlán


Domingo 7 de junio
Veracruz
*Banderazo de salida para la rehabilitación de la vía del tren del Itsmo, en Sayula de Alemán.
*Regreso a la ciudad de México por carretera.
fml
 
"|INICIO // Nación // AMLO prevé reanudar giras de trabajo la próxima semana; así sería el itinerario|AMLO prevé reanudar giras de trabajo la próxima semana; así sería el itinerario
"
La válvula potosina desarrollada por investigadores en San Luis Potosí, devuelve la esperanza a pacientes delicados de Covid-19, pues tiene la función de regular el paso de oxígeno de un respirador clínico a una máscara, y además, previene el contagio de la enfermedad, y así hacer frente a la pandemia global por el coronavirus. 

José Gerardo Valdez García, estudiante del quinto semestre de odontología de 21 años de edad, en conjunto con un grupo de investigadores, entre ellos su padre, el cirujano José Valdez Tejeda y  el doctor, José Andrés Azcárate Varela, Cirujano Plástico, comenzaron con el trabajo de investigación alrededor de dos meses, a la par del inicio de la cuarentena en la entidad potosina.

José Gerardo descubrió en internet que dos atletas de Brescia, Italia, usaban máscaras estilo full face para buceo. Lo importante de estas máscaras es que cubren tres partes importantes del rostro: ojos, naríz y boca, además de implementar una válvula también llamada Charlotte, la cual conecta el respirador y la mascarilla, explicó. 



Foto: Cortesía

“Sabemos que el Covid-19 causa dificultad para respirar y a los pacientes (de coronavirus) se les administra el oxígeno, por parte de los delineadores quirúrgicos, por eso existe esa gran demanda y a la hora que colocan el ventilador sin la máscara, puede que ahí haya un contagio; ya que se puede colocar mal la mascarilla, el paciente tosa, estornude, quiera hablar y las micro gotitas de saliva pueden hacer un contagio”, mencionó José Gerardo.

“Con la máscara puesta, el virus no puede pasar, pues cubre toda la cara del paciente. Con ello, se benefician enfermeras, médicos, paramédicos, si el paciente tiene la máscara, el personal médico va a estar protegido, además de que tiene un filtro N-95”, dice José Gerardo. 

Valdez García explica que para desarrollar la válvula descargó un archivo de impresión 3D de una empresa deportiva italiana, y las pruebas de desarrollo tardaron dos meses entre el grupo de investigadores. 



Foto: Cortesía

“La válvula está hecha con un material tipo resina, para poder realizarla es por medio de un archivo y su impresión dura aproximadamente entre tres y cuatro horas, se mete a la impresora 3D y ella hace todo el trabajo”, especifió.

Ya teniendo la válvula se hicieron pruebas en el hospital de Especialidades Médicas de la Salud, en áreas como: terapia intensiva, tanto con máscara, válvula y ventilador, acción que Gerardo califica como “todo un éxito”.

El Club Rotario potosino apoyó este desarrollo y en conjunto con los investigadores donaron 30 válvulas y 30 máscaras al Hospital Central “Ignacio Morones Prieto”, el Hospital General de Soledad, Clínica No. 50 de IMSS y al Hospital de Especialidades Médicas de la Salud.



Foto: Cortesía

José Gerardo Valdez señala que la investigación y la producción de máscaras y válvulas seguirán de forma altruista para combatir el coronavirus en San Luis Potosí. “No van a salir a la venta, seguirán las donaciones a los hospitales, más ahora que los casos de Covid-19 seguirán en aumento”. 

Personal médico que las ha utilizado asegura que las máscaras son cómodas y se sienten más seguros para prevenir los contagios.
"|INICIO // OPINION // CARTONES|Con tecnología 3D, potosinos crean válvula para enfrentar el Covid-19
